,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards
609,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 26}",2,{'seconds': 23},80,400869072,40086907213,Ole Miss,SEC,11,True,2,"{'minutes': 2, 'seconds': 49}",23,57
610,Ole Miss,SEC,END OF HALF,{'seconds': 23},2,{},76,400869072,40086907214,Mississippi State,SEC,1,False,2,{'seconds': 23},75,-1
611,Ole Miss,SEC,PUNT,{'seconds': 44},3,"{'minutes': 14, 'seconds': 10}",84,400869072,40086907215,Mississippi State,SEC,3,False,3,"{'minutes': 14, 'seconds': 54}",81,-3
612,Mississippi State,SEC,DOWNS,"{'minutes': 4, 'seconds': 21}",3,"{'minutes': 9, 'seconds': 49}",82,400869072,40086907216,Ole Miss,SEC,9,False,3,"{'minutes': 14, 'seconds': 10}",40,42
613,Ole Miss,SEC,TD,"{'minutes': 4, 'seconds': 32}",3,"{'minutes': 5, 'seconds': 17}",0,400869072,40086907217,Mississippi State,SEC,9,True,3,"{'minutes': 9, 'seconds': 49}",82,82
614,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 32}",3,"{'minutes': 3, 'seconds': 45}",15,400869072,40086907218,Ole Miss,SEC,3,False,3,"{'minutes': 5, 'seconds': 17}",17,-2
615,Ole Miss,SEC,TD,{'seconds': 48},3,"{'minutes': 2, 'seconds': 57}",0,400869072,40086907219,Mississippi State,SEC,3,True,3,"{'minutes': 3, 'seconds': 45}",69,69
616,Mississippi State,SEC,DOWNS,"{'minutes': 2, 'seconds': 22}",3,{'seconds': 35},70,400869072,40086907220,Ole Miss,SEC,7,False,3,"{'minutes': 2, 'seconds': 57}",25,45
617,Ole Miss,SEC,FUMBLE,"{'minutes': 2, 'seconds': 19}",4,"{'minutes': 13, 'seconds': 16}",36,400869072,40086907221,Mississippi State,SEC,5,False,3,{'seconds': 35},70,34
618,Mississippi State,SEC,DOWNS,"{'minutes': 1, 'seconds': 20}",4,"{'minutes': 11, 'seconds': 56}",55,400869072,40086907222,Ole Miss,SEC,5,False,4,"{'minutes': 13, 'seconds': 16}",36,19
619,Ole Miss,SEC,TD,"{'minutes': 6, 'seconds': 55}",4,"{'minutes': 5, 'seconds': 1}",0,400869072,40086907223,Mississippi State,SEC,11,True,4,"{'minutes': 11, 'seconds': 56}",55,55
620,Mississippi State,SEC,INT TD,"{'minutes': 2, 'seconds': 2}",4,"{'minutes': 2, 'seconds': 59}",78,400869072,40086907224,Ole Miss,SEC,8,True,4,"{'minutes': 5, 'seconds': 1}",18,60
621,Mississippi State,SEC,PUNT,{'seconds': 53},4,"{'minutes': 1, 'seconds': 59}",27,400869072,40086907226,Ole Miss,SEC,3,False,4,"{'minutes': 2, 'seconds': 52}",26,1
622,Ole Miss,SEC,END OF GAME,"{'minutes': 1, 'seconds': 59}",4,{},69,400869072,40086907227,Mississippi State,SEC,3,False,4,"{'minutes': 1, 'seconds': 59}",66,-3
623,Charleston Southern,,TD,{'seconds': 58},1,"{'minutes': 14, 'seconds': 2}",100,400933835,4009338351,Mississippi State,SEC,4,True,1,{'minutes': 15},25,75
624,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 20}",1,"{'minutes': 11, 'seconds': 42}",68,400933835,4009338352,Charleston Southern,,3,False,1,"{'minutes': 14, 'seconds': 2}",77,9
625,Charleston Southern,,MISSED FG,"{'minutes': 4, 'seconds': 53}",1,"{'minutes': 6, 'seconds': 49}",85,400933835,4009338353,Mississippi State,SEC,15,False,1,"{'minutes': 11, 'seconds': 42}",22,63
626,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 15}",1,"{'minutes': 4, 'seconds': 34}",90,400933835,4009338354,Charleston Southern,,3,False,1,"{'minutes': 6, 'seconds': 49}",80,-10
627,Charleston Southern,,TD,{'seconds': 59},1,"{'minutes': 3, 'seconds': 35}",100,400933835,4009338355,Mississippi State,SEC,3,True,1,"{'minutes': 4, 'seconds': 34}",57,43
628,Mississippi State,SEC,SF,{'seconds': 15},1,"{'minutes': 3, 'seconds': 20}",84,400933835,4009338356,Charleston Southern,,1,True,1,"{'minutes': 3, 'seconds': 35}",84,-16
629,Charleston Southern,,TD,"{'minutes': 1, 'seconds': 56}",1,"{'minutes': 1, 'seconds': 24}",100,400933835,4009338357,Mississippi State,SEC,6,True,1,"{'minutes': 3, 'seconds': 20}",80,40
630,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 35}",2,"{'minutes': 14, 'seconds': 49}",78,400933835,4009338358,Charleston Southern,,3,False,1,"{'minutes': 1, 'seconds': 24}",75,-3
631,Charleston Southern,,PUNT,"{'minutes': 2, 'seconds': 36}",2,"{'minutes': 12, 'seconds': 13}",55,400933835,4009338359,Mississippi State,SEC,5,False,2,"{'minutes': 14, 'seconds': 49}",36,19
632,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 13, 'seconds': 21}",90,400933849,4009338491,Louisiana Tech,Conference USA,7,True,1,{'minutes': 15},25,65
633,Louisiana Tech,Conference USA,PUNT,{'seconds': 49},1,"{'minutes': 12, 'seconds': 32}",75,400933849,4009338492,Mississippi State,SEC,3,False,1,"{'minutes': 13, 'seconds': 21}",75,0
634,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 30}",1,"{'minutes': 10, 'seconds': 2}",37,400933849,4009338493,Louisiana Tech,Conference USA,6,False,1,"{'minutes': 12, 'seconds': 32}",20,17
635,Louisiana Tech,Conference USA,INT,"{'minutes': 2, 'seconds': 33}",1,"{'minutes': 7, 'seconds': 29}",52,400933849,4009338494,Mississippi State,SEC,6,False,1,"{'minutes': 10, 'seconds': 2}",76,24
636,Mississippi State,SEC,TD,{'seconds': 43},1,"{'minutes': 6, 'seconds': 46}",100,400933849,4009338495,Louisiana Tech,Conference USA,2,True,1,"{'minutes': 7, 'seconds': 29}",98,2
637,Louisiana Tech,Conference USA,FG,"{'minutes': 1, 'seconds': 41}",1,"{'minutes': 5, 'seconds': 5}",19,400933849,4009338496,Mississippi State,SEC,5,True,1,"{'minutes': 6, 'seconds': 46}",78,59
638,Mississippi State,SEC,PUNT,{'seconds': 57},1,"{'minutes': 4, 'seconds': 8}",22,400933849,4009338497,Louisiana Tech,Conference USA,3,False,1,"{'minutes': 5, 'seconds': 5}",25,-3
639,Louisiana Tech,Conference USA,PUNT,"{'minutes': 1, 'seconds': 21}",1,"{'minutes': 2, 'seconds': 47}",57,400933849,4009338498,Mississippi State,SEC,3,False,1,"{'minutes': 4, 'seconds': 8}",61,4
640,Mississippi State,SEC,PUNT TD,"{'minutes': 1, 'seconds': 41}",1,"{'minutes': 1, 'seconds': 6}",24,400933849,4009338499,Louisiana Tech,Conference USA,3,True,1,"{'minutes': 2, 'seconds': 47}",17,7
641,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 53}",1,"{'minutes': 11, 'seconds': 7}",59,400933859,4009338591,LSU,SEC,6,False,1,{'minutes': 15},75,15
642,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 27}",1,"{'minutes': 8, 'seconds': 40}",49,400933859,4009338592,Mississippi State,SEC,5,False,1,"{'minutes': 11, 'seconds': 7}",20,29
643,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 17}",1,"{'minutes': 6, 'seconds': 23}",53,400933859,4009338593,LSU,SEC,7,False,1,"{'minutes': 8, 'seconds': 40}",89,36
644,LSU,SEC,PUNT,"{'minutes': 3, 'seconds': 51}",1,"{'minutes': 2, 'seconds': 32}",31,400933859,4009338594,Mississippi State,SEC,6,False,1,"{'minutes': 6, 'seconds': 23}",13,18
645,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 44}",1,{'seconds': 48},74,400933859,4009338595,LSU,SEC,3,False,1,"{'minutes': 2, 'seconds': 32}",81,7
646,LSU,SEC,TD,"{'minutes': 2, 'seconds': 10}",2,"{'minutes': 13, 'seconds': 38}",100,400933859,4009338596,Mississippi State,SEC,8,True,1,{'seconds': 48},35,65
647,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 54}",2,"{'minutes': 9, 'seconds': 44}",0,400933859,4009338597,LSU,SEC,8,True,2,"{'minutes': 13, 'seconds': 38}",65,65
648,LSU,SEC,FG,"{'minutes': 4, 'seconds': 40}",2,"{'minutes': 5, 'seconds': 4}",88,400933859,4009338598,Mississippi State,SEC,10,True,2,"{'minutes': 9, 'seconds': 44}",25,63
649,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 45}",2,"{'minutes': 3, 'seconds': 19}",77,400933859,4009338599,LSU,SEC,3,False,2,"{'minutes': 5, 'seconds': 4}",77,0
650,Georgia,SEC,PUNT,"{'minutes': 2, 'seconds': 13}",1,"{'minutes': 12, 'seconds': 47}",78,400933865,4009338651,Mississippi State,SEC,3,False,1,{'minutes': 15},75,-3
651,Mississippi State,SEC,TD,{'seconds': 10},1,"{'minutes': 12, 'seconds': 37}",100,400933865,4009338652,Georgia,SEC,1,True,1,"{'minutes': 12, 'seconds': 47}",41,59
652,Georgia,SEC,PUNT,"{'minutes': 2, 'seconds': 23}",1,"{'minutes': 10, 'seconds': 14}",58,400933865,4009338653,Mississippi State,SEC,6,False,1,"{'minutes': 12, 'seconds': 37}",75,17
653,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 58}",1,"{'minutes': 6, 'seconds': 16}",100,400933865,4009338654,Georgia,SEC,8,True,1,"{'minutes': 10, 'seconds': 14}",22,78
654,Georgia,SEC,PUNT,"{'minutes': 1, 'seconds': 6}",1,"{'minutes': 5, 'seconds': 10}",67,400933865,4009338655,Mississippi State,SEC,3,False,1,"{'minutes': 6, 'seconds': 16}",75,8
655,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 6}",1,"{'minutes': 2, 'seconds': 4}",44,400933865,4009338656,Georgia,SEC,5,False,1,"{'minutes': 5, 'seconds': 10}",20,24
656,Georgia,SEC,PUNT,"{'minutes': 3, 'seconds': 30}",2,"{'minutes': 13, 'seconds': 34}",52,400933865,4009338657,Mississippi State,SEC,8,False,1,"{'minutes': 2, 'seconds': 4}",90,38
657,Mississippi State,SEC,FUMBLE,"{'minutes': 2, 'seconds': 55}",2,"{'minutes': 10, 'seconds': 39}",54,400933865,4009338658,Georgia,SEC,6,False,2,"{'minutes': 13, 'seconds': 34}",18,44
658,Georgia,SEC,PUNT,"{'minutes': 2, 'seconds': 53}",2,"{'minutes': 7, 'seconds': 46}",45,400933865,4009338659,Mississippi State,SEC,6,False,2,"{'minutes': 10, 'seconds': 39}",62,17
659,Mississippi State,SEC,TD,{'minutes': 3},1,{'minutes': 12},100,400933874,4009338741,Auburn,SEC,7,True,1,{'minutes': 15},25,75
660,Auburn,SEC,PUNT,{'seconds': 45},1,"{'minutes': 11, 'seconds': 15}",69,400933874,4009338742,Mississippi State,SEC,3,False,1,{'minutes': 12},75,6
661,Mississippi State,SEC,FUMBLE,{'seconds': 46},1,"{'minutes': 10, 'seconds': 29}",45,400933874,4009338743,Auburn,SEC,3,False,1,"{'minutes': 11, 'seconds': 15}",39,-7
662,Auburn,SEC,FG,"{'minutes': 3, 'seconds': 48}",1,"{'minutes': 6, 'seconds': 41}",22,400933874,4009338744,Mississippi State,SEC,8,True,1,"{'minutes': 10, 'seconds': 29}",32,10
663,Mississippi State,SEC,TD,"{'minutes': 1, 'seconds': 46}",1,"{'minutes': 4, 'seconds': 55}",100,400933874,4009338745,Auburn,SEC,5,True,1,"{'minutes': 6, 'seconds': 41}",23,77
664,Auburn,SEC,PUNT,"{'minutes': 3, 'seconds': 25}",1,"{'minutes': 1, 'seconds': 30}",41,400933874,4009338746,Mississippi State,SEC,6,False,1,"{'minutes': 4, 'seconds': 55}",75,34
665,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 17}",2,"{'minutes': 14, 'seconds': 13}",51,400933874,4009338747,Auburn,SEC,6,False,1,"{'minutes': 1, 'seconds': 30}",20,31
666,Auburn,SEC,PUNT,{'seconds': 27},2,"{'minutes': 13, 'seconds': 46}",91,400933874,4009338748,Mississippi State,SEC,3,False,2,"{'minutes': 14, 'seconds': 13}",86,-5
667,Mississippi State,SEC,TD,{'seconds': 8},2,"{'minutes': 13, 'seconds': 38}",100,400933874,4009338749,Auburn,SEC,1,True,2,"{'minutes': 13, 'seconds': 46}",53,47
668,Mississippi State,SEC,PUNT,"{'minutes': 5, 'seconds': 37}",1,"{'minutes': 9, 'seconds': 23}",48,400933891,4009338911,BYU,FBS Independents,9,False,1,{'minutes': 15},75,27
669,BYU,FBS Independents,TD,"{'minutes': 4, 'seconds': 8}",1,"{'minutes': 5, 'seconds': 15}",100,400933891,4009338912,Mississippi State,SEC,10,True,1,"{'minutes': 9, 'seconds': 23}",11,89
670,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 33}",1,"{'minutes': 3, 'seconds': 42}",66,400933891,4009338913,BYU,FBS Independents,3,False,1,"{'minutes': 5, 'seconds': 15}",75,9
671,BYU,FBS Independents,PUNT,"{'minutes': 1, 'seconds': 22}",1,"{'minutes': 2, 'seconds': 20}",26,400933891,4009338914,Mississippi State,SEC,3,False,1,"{'minutes': 3, 'seconds': 42}",19,7
672,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 53}",1,{'seconds': 27},61,400933891,4009338915,BYU,FBS Independents,4,False,1,"{'minutes': 2, 'seconds': 20}",85,24
673,BYU,FBS Independents,INT,"{'minutes': 4, 'seconds': 28}",2,"{'minutes': 10, 'seconds': 59}",93,400933891,4009338916,Mississippi State,SEC,12,False,1,{'seconds': 27},19,74
674,Mississippi State,SEC,FUMBLE,{'seconds': 51},2,"{'minutes': 10, 'seconds': 8}",26,400933891,4009338917,BYU,FBS Independents,2,False,2,"{'minutes': 10, 'seconds': 59}",33,7
675,BYU,FBS Independents,TD,"{'minutes': 3, 'seconds': 1}",2,"{'minutes': 7, 'seconds': 7}",100,400933891,4009338918,Mississippi State,SEC,8,True,2,"{'minutes': 10, 'seconds': 8}",26,74
676,Mississippi State,SEC,FG,"{'minutes': 3, 'seconds': 32}",2,"{'minutes': 3, 'seconds': 35}",21,400933891,4009338919,BYU,FBS Independents,7,True,2,"{'minutes': 7, 'seconds': 7}",75,54
677,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 34}",1,"{'minutes': 12, 'seconds': 26}",57,400933896,4009338961,Kentucky,SEC,6,False,1,{'minutes': 15},75,18
678,Kentucky,SEC,TD,"{'minutes': 4, 'seconds': 48}",1,"{'minutes': 7, 'seconds': 38}",100,400933896,4009338962,Mississippi State,SEC,12,True,1,"{'minutes': 12, 'seconds': 26}",22,78
679,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 3}",1,"{'minutes': 6, 'seconds': 35}",83,400933896,4009338963,Kentucky,SEC,3,False,1,"{'minutes': 7, 'seconds': 38}",35,-2
680,Kentucky,SEC,PUNT,"{'minutes': 1, 'seconds': 35}",1,{'minutes': 5},54,400933896,4009338964,Mississippi State,SEC,3,False,1,"{'minutes': 6, 'seconds': 35}",49,5
681,Mississippi State,SEC,PUNT,"{'minutes': 4, 'seconds': 7}",1,{'seconds': 53},53,400933896,4009338965,Kentucky,SEC,9,False,1,{'minutes': 5},92,39
682,Kentucky,SEC,PUNT,"{'minutes': 5, 'seconds': 50}",2,"{'minutes': 10, 'seconds': 3}",41,400933896,4009338966,Mississippi State,SEC,11,False,1,{'seconds': 53},9,32
683,Mississippi State,SEC,FUMBLE RETURN TD,"{'minutes': 2, 'seconds': 58}",2,"{'minutes': 7, 'seconds': 5}",0,400933896,4009338967,Kentucky,SEC,7,True,2,"{'minutes': 10, 'seconds': 3}",78,78
684,Kentucky,SEC,FG,"{'minutes': 3, 'seconds': 57}",2,"{'minutes': 3, 'seconds': 8}",87,400933896,4009338968,Mississippi State,SEC,9,True,2,"{'minutes': 7, 'seconds': 5}",65,44
685,Mississippi State,SEC,PUNT,{'seconds': 53},2,"{'minutes': 2, 'seconds': 15}",73,400933896,4009338969,Kentucky,SEC,3,False,2,"{'minutes': 3, 'seconds': 8}",35,9
686,Texas A&M,SEC,INT,"{'minutes': 2, 'seconds': 16}",1,"{'minutes': 12, 'seconds': 44}",53,400933903,4009339031,Mississippi State,SEC,5,False,1,{'minutes': 15},75,22
687,Mississippi State,SEC,PUNT,{'seconds': 57},1,"{'minutes': 11, 'seconds': 47}",52,400933903,4009339032,Texas A&M,SEC,3,False,1,"{'minutes': 12, 'seconds': 44}",57,-5
688,Texas A&M,SEC,TD,"{'minutes': 8, 'seconds': 13}",1,"{'minutes': 3, 'seconds': 34}",0,400933903,4009339033,Mississippi State,SEC,16,True,1,"{'minutes': 11, 'seconds': 47}",86,86
689,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 45}",2,"{'minutes': 14, 'seconds': 49}",44,400933903,4009339034,Texas A&M,SEC,8,False,1,"{'minutes': 3, 'seconds': 34}",25,19
690,Texas A&M,SEC,PUNT,"{'minutes': 2, 'seconds': 57}",2,"{'minutes': 11, 'seconds': 52}",70,400933903,4009339035,Mississippi State,SEC,5,False,2,"{'minutes': 14, 'seconds': 49}",90,20
691,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 43}",2,"{'minutes': 10, 'seconds': 9}",40,400933903,4009339036,Texas A&M,SEC,3,False,2,"{'minutes': 11, 'seconds': 52}",31,9
692,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 38}",2,"{'minutes': 8, 'seconds': 31}",73,400933903,4009339037,Mississippi State,SEC,3,False,2,"{'minutes': 10, 'seconds': 9}",76,3
693,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 27}",2,"{'minutes': 7, 'seconds': 4}",37,400933903,4009339038,Texas A&M,SEC,3,False,2,"{'minutes': 8, 'seconds': 31}",34,3
694,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 52}",2,"{'minutes': 5, 'seconds': 12}",73,400933903,4009339039,Mississippi State,SEC,3,False,2,"{'minutes': 7, 'seconds': 4}",80,7
695,Mississippi State,SEC,INT TD,"{'minutes': 1, 'seconds': 18}",1,"{'minutes': 13, 'seconds': 42}",52,400933908,4009339081,UMass,FBS Independents,4,True,1,{'minutes': 15},75,23
696,Mississippi State,SEC,FG,"{'minutes': 3, 'seconds': 10}",1,"{'minutes': 10, 'seconds': 32}",5,400933908,4009339082,UMass,FBS Independents,6,True,1,"{'minutes': 13, 'seconds': 42}",75,70
697,UMass,FBS Independents,FG,"{'minutes': 5, 'seconds': 14}",1,"{'minutes': 5, 'seconds': 18}",89,400933908,4009339083,Mississippi State,SEC,13,True,1,"{'minutes': 10, 'seconds': 32}",35,54
698,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 12}",1,"{'minutes': 2, 'seconds': 6}",57,400933908,4009339084,UMass,FBS Independents,6,False,1,"{'minutes': 5, 'seconds': 18}",75,18
699,UMass,FBS Independents,DOWNS,"{'minutes': 2, 'seconds': 6}",1,{},46,400933908,4009339085,Mississippi State,SEC,6,False,1,"{'minutes': 2, 'seconds': 6}",22,24
700,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 54}",2,"{'minutes': 13, 'seconds': 6}",30,400933908,4009339086,UMass,FBS Independents,6,True,1,{},46,16
701,UMass,FBS Independents,INT TD,{'seconds': 7},2,"{'minutes': 12, 'seconds': 59}",25,400933908,4009339087,Mississippi State,SEC,1,True,2,"{'minutes': 13, 'seconds': 6}",25,0
702,UMass,FBS Independents,FG,"{'minutes': 4, 'seconds': 10}",2,"{'minutes': 8, 'seconds': 49}",93,400933908,4009339088,Mississippi State,SEC,11,True,2,"{'minutes': 12, 'seconds': 59}",25,68
703,Mississippi State,SEC,TD,"{'minutes': 1, 'seconds': 34}",2,"{'minutes': 7, 'seconds': 15}",0,400933908,4009339089,UMass,FBS Independents,4,True,2,"{'minutes': 8, 'seconds': 49}",78,78
704,Alabama,SEC,PUNT,"{'minutes': 6, 'seconds': 8}",1,"{'minutes': 8, 'seconds': 52}",59,400933916,4009339161,Mississippi State,SEC,11,False,1,{'minutes': 15},25,34
705,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 54}",1,"{'minutes': 6, 'seconds': 58}",95,400933916,4009339162,Alabama,SEC,3,False,1,"{'minutes': 8, 'seconds': 52}",95,0
706,Alabama,SEC,TD,"{'minutes': 3, 'seconds': 21}",1,"{'minutes': 3, 'seconds': 37}",100,400933916,4009339163,Mississippi State,SEC,6,True,1,"{'minutes': 6, 'seconds': 58}",43,57
707,Mississippi State,SEC,TD,"{'minutes': 1, 'seconds': 54}",1,"{'minutes': 1, 'seconds': 43}",0,400933916,4009339164,Alabama,SEC,5,True,1,"{'minutes': 3, 'seconds': 37}",75,75
708,Alabama,SEC,TD,"{'minutes': 6, 'seconds': 4}",2,"{'minutes': 10, 'seconds': 39}",100,400933916,4009339165,Mississippi State,SEC,11,True,1,"{'minutes': 1, 'seconds': 43}",27,73
709,Mississippi State,SEC,TD,"{'minutes': 1, 'seconds': 13}",2,"{'minutes': 9, 'seconds': 26}",0,400933916,4009339166,Alabama,SEC,5,True,2,"{'minutes': 10, 'seconds': 39}",75,75
710,Alabama,SEC,FUMBLE,"{'minutes': 2, 'seconds': 23}",2,"{'minutes': 7, 'seconds': 3}",20,400933916,4009339167,Mississippi State,SEC,4,False,2,"{'minutes': 9, 'seconds': 26}",5,15
711,Mississippi State,SEC,PUNT,{'seconds': 54},2,"{'minutes': 6, 'seconds': 9}",79,400933916,4009339168,Alabama,SEC,3,False,2,"{'minutes': 7, 'seconds': 3}",82,3
712,Alabama,SEC,PUNT,"{'minutes': 3, 'seconds': 41}",2,"{'minutes': 2, 'seconds': 28}",45,400933916,4009339169,Mississippi State,SEC,6,False,2,"{'minutes': 6, 'seconds': 9}",30,15
713,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 20}",1,"{'minutes': 13, 'seconds': 40}",29,400933922,4009339221,Arkansas,SEC,3,False,1,{'minutes': 15},25,4
714,Mississippi State,SEC,TD,{'seconds': 54},1,"{'minutes': 12, 'seconds': 46}",100,400933922,4009339223,Arkansas,SEC,3,True,1,"{'minutes': 13, 'seconds': 40}",64,36
715,Arkansas,SEC,PUNT,"{'minutes': 1, 'seconds': 53}",1,"{'minutes': 10, 'seconds': 53}",80,400933922,4009339224,Mississippi State,SEC,3,False,1,"{'minutes': 12, 'seconds': 46}",83,3
716,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 22}",1,"{'minutes': 7, 'seconds': 31}",55,400933922,4009339225,Arkansas,SEC,5,False,1,"{'minutes': 10, 'seconds': 53}",29,26
717,Arkansas,SEC,FUMBLE TD,{'seconds': 5},1,"{'minutes': 7, 'seconds': 26}",100,400933922,4009339226,Mississippi State,SEC,1,True,1,"{'minutes': 7, 'seconds': 31}",95,-5
718,Arkansas,SEC,MISSED FG,"{'minutes': 5, 'seconds': 44}",1,"{'minutes': 1, 'seconds': 42}",28,400933922,4009339228,Mississippi State,SEC,10,False,1,"{'minutes': 7, 'seconds': 26}",65,37
719,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 51}",2,"{'minutes': 14, 'seconds': 51}",25,400933922,4009339229,Arkansas,SEC,3,False,1,"{'minutes': 1, 'seconds': 42}",29,-4
720,Mississippi State,SEC,TD,{'seconds': 39},1,"{'minutes': 14, 'seconds': 21}",0,400933930,4009339301,Ole Miss,SEC,3,True,1,{'minutes': 15},75,75
721,Ole Miss,SEC,INT,"{'minutes': 3, 'seconds': 6}",1,"{'minutes': 11, 'seconds': 15}",62,400933930,4009339302,Mississippi State,SEC,9,False,1,"{'minutes': 14, 'seconds': 21}",65,38
722,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 24}",1,"{'minutes': 9, 'seconds': 51}",66,400933930,4009339303,Ole Miss,SEC,3,False,1,"{'minutes': 11, 'seconds': 15}",74,8
723,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 21}",1,"{'minutes': 8, 'seconds': 30}",16,400933930,4009339304,Mississippi State,SEC,3,False,1,"{'minutes': 9, 'seconds': 51}",22,-6
724,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 43}",1,"{'minutes': 5, 'seconds': 47}",52,400933930,4009339305,Ole Miss,SEC,6,False,1,"{'minutes': 8, 'seconds': 30}",60,8
725,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 39}",1,"{'minutes': 2, 'seconds': 8}",47,400933930,4009339306,Mississippi State,SEC,6,False,1,"{'minutes': 5, 'seconds': 47}",12,35
726,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 40}",2,"{'minutes': 13, 'seconds': 28}",41,400933930,4009339307,Ole Miss,SEC,8,False,1,"{'minutes': 2, 'seconds': 8}",81,40
727,Ole Miss,SEC,INT,{'seconds': 15},2,"{'minutes': 13, 'seconds': 13}",58,400933930,4009339308,Mississippi State,SEC,1,False,2,"{'minutes': 13, 'seconds': 28}",43,0
728,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 33}",2,"{'minutes': 10, 'seconds': 40}",16,400933930,4009339309,Ole Miss,SEC,6,True,2,"{'minutes': 13, 'seconds': 13}",28,12
729,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 10}",2,"{'minutes': 9, 'seconds': 3}",74,400933835,40093383510,Charleston Southern,,6,False,2,"{'minutes': 12, 'seconds': 13}",89,15
730,Charleston Southern,,FG,"{'minutes': 1, 'seconds': 55}",2,"{'minutes': 7, 'seconds': 8}",77,400933835,40093383511,Mississippi State,SEC,7,True,2,"{'minutes': 9, 'seconds': 3}",44,33
731,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 50}",2,"{'minutes': 5, 'seconds': 18}",79,400933835,40093383512,Charleston Southern,,3,False,2,"{'minutes': 7, 'seconds': 8}",81,2
732,Charleston Southern,,PUNT,{'seconds': 47},2,"{'minutes': 4, 'seconds': 31}",40,400933835,40093383513,Mississippi State,SEC,3,False,2,"{'minutes': 5, 'seconds': 18}",38,2
733,Mississippi State,SEC,SF,{'seconds': 37},2,"{'minutes': 3, 'seconds': 54}",99,400933835,40093383514,Charleston Southern,,2,True,2,"{'minutes': 4, 'seconds': 31}",99,-1
734,Charleston Southern,,TD,"{'minutes': 1, 'seconds': 17}",2,"{'minutes': 2, 'seconds': 37}",100,400933835,40093383515,Mississippi State,SEC,4,True,2,"{'minutes': 3, 'seconds': 54}",45,55
735,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 22}",2,"{'minutes': 1, 'seconds': 15}",68,400933835,40093383516,Charleston Southern,,3,False,2,"{'minutes': 2, 'seconds': 37}",75,7
736,Charleston Southern,,PUNT,{'seconds': 21},2,{'seconds': 54},14,400933835,40093383517,Mississippi State,SEC,3,False,2,"{'minutes': 1, 'seconds': 15}",14,0
737,Mississippi State,SEC,END OF HALF,{'seconds': 54},2,{},52,400933835,40093383518,Charleston Southern,,2,False,2,{'seconds': 54},58,6
738,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 16}",3,"{'minutes': 12, 'seconds': 44}",69,400933835,40093383519,Charleston Southern,,3,False,3,{'minutes': 15},75,6
739,Charleston Southern,,TD,"{'minutes': 4, 'seconds': 2}",3,"{'minutes': 8, 'seconds': 42}",100,400933835,40093383520,Mississippi State,SEC,12,True,3,"{'minutes': 12, 'seconds': 44}",22,78
740,Mississippi State,SEC,PUNT,{'minutes': 1},3,"{'minutes': 7, 'seconds': 42}",90,400933835,40093383521,Charleston Southern,,3,False,3,"{'minutes': 8, 'seconds': 42}",91,1
