,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
786,Buffalo,Mid-American,PUNT,{'seconds': 53},1.0,"{'minutes': 9, 'seconds': 50}",49.0,400548166.0,4005481664,UMass,Mid-American,3.0,False,2014,1.0,"{'minutes': 10, 'seconds': 43}",47.0,2.0
787,UMass,Mid-American,MISSED FG,"{'minutes': 6, 'seconds': 41}",1.0,"{'minutes': 3, 'seconds': 9}",16.0,400548166.0,4005481665,Buffalo,Mid-American,15.0,False,2014,1.0,"{'minutes': 9, 'seconds': 50}",80.0,64.0
788,Buffalo,Mid-American,PUNT,"{'minutes': 2, 'seconds': 31}",1.0,{'seconds': 38},33.0,400548166.0,4005481666,UMass,Mid-American,4.0,False,2014,1.0,"{'minutes': 3, 'seconds': 9}",20.0,13.0
789,UMass,Mid-American,PUNT,{'seconds': 44},2.0,"{'minutes': 14, 'seconds': 54}",75.0,400548166.0,4005481667,Buffalo,Mid-American,3.0,False,2014,1.0,{'seconds': 38},80.0,5.0
790,Buffalo,Mid-American,PUNT,"{'minutes': 3, 'seconds': 41}",2.0,"{'minutes': 11, 'seconds': 13}",55.0,400548166.0,4005481668,UMass,Mid-American,8.0,False,2014,2.0,"{'minutes': 14, 'seconds': 54}",23.0,32.0
791,UMass,Mid-American,TD,"{'minutes': 8, 'seconds': 3}",2.0,"{'minutes': 3, 'seconds': 10}",0.0,400548166.0,4005481669,Buffalo,Mid-American,17.0,True,2014,2.0,"{'minutes': 11, 'seconds': 13}",99.0,99.0
792,UMass,Mid-American,MISSED FG,"{'minutes': 1, 'seconds': 18}",2.0,{},27.0,400547728.0,40054772810,Boston College,ACC,10.0,False,2014,2.0,"{'minutes': 1, 'seconds': 18}",70.0,43.0
793,UMass,Mid-American,TD,"{'minutes': 6, 'seconds': 6}",3.0,"{'minutes': 8, 'seconds': 49}",0.0,400547728.0,40054772812,Boston College,ACC,13.0,True,2014,3.0,"{'minutes': 14, 'seconds': 55}",75.0,75.0
794,Boston College,ACC,PUNT,{'seconds': 58},3.0,"{'minutes': 7, 'seconds': 51}",18.0,400547728.0,40054772813,UMass,Mid-American,3.0,False,2014,3.0,"{'minutes': 8, 'seconds': 49}",25.0,-7.0
795,UMass,Mid-American,TD,"{'minutes': 4, 'seconds': 47}",3.0,"{'minutes': 3, 'seconds': 4}",0.0,400547728.0,40054772814,Boston College,ACC,10.0,True,2014,3.0,"{'minutes': 7, 'seconds': 51}",52.0,52.0
796,Boston College,ACC,TD,"{'minutes': 1, 'seconds': 44}",3.0,"{'minutes': 1, 'seconds': 20}",100.0,400547728.0,40054772815,UMass,Mid-American,3.0,True,2014,3.0,"{'minutes': 3, 'seconds': 4}",23.0,77.0
797,UMass,Mid-American,TD,"{'minutes': 1, 'seconds': 28}",4.0,"{'minutes': 14, 'seconds': 52}",0.0,400547728.0,40054772816,Boston College,ACC,4.0,True,2014,3.0,"{'minutes': 1, 'seconds': 20}",65.0,65.0
798,Boston College,ACC,INT,"{'minutes': 2, 'seconds': 23}",4.0,"{'minutes': 12, 'seconds': 29}",52.0,400547728.0,40054772817,UMass,Mid-American,6.0,False,2014,4.0,"{'minutes': 14, 'seconds': 52}",25.0,27.0
799,UMass,Mid-American,FG,{'minutes': 5},4.0,"{'minutes': 7, 'seconds': 29}",4.0,400547728.0,40054772818,Boston College,ACC,9.0,True,2014,4.0,"{'minutes': 12, 'seconds': 29}",35.0,31.0
800,Boston College,ACC,PUNT,"{'minutes': 2, 'seconds': 15}",4.0,"{'minutes': 5, 'seconds': 14}",45.0,400547728.0,40054772819,UMass,Mid-American,5.0,False,2014,4.0,"{'minutes': 7, 'seconds': 29}",29.0,16.0
801,UMass,Mid-American,PUNT,"{'minutes': 3, 'seconds': 53}",4.0,"{'minutes': 1, 'seconds': 21}",63.0,400547728.0,40054772820,Boston College,ACC,6.0,False,2014,4.0,"{'minutes': 5, 'seconds': 14}",83.0,20.0
