,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
3820,Texas A&M,SEC,TD,"{'minutes': 2, 'seconds': 53}",2.0,"{'minutes': 7, 'seconds': 23}",100.0,400933936.0,40093393611,LSU,SEC,7.0,True,2017,2.0,"{'minutes': 10, 'seconds': 16}",24.0,76.0
3821,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 21}",2.0,"{'minutes': 5, 'seconds': 2}",61.0,400933936.0,40093393612,Texas A&M,SEC,5.0,False,2017,2.0,"{'minutes': 7, 'seconds': 23}",35.0,18.0
3822,Texas A&M,SEC,MISSED FG,"{'minutes': 3, 'seconds': 36}",2.0,"{'minutes': 1, 'seconds': 26}",70.0,400933936.0,40093393613,LSU,SEC,12.0,False,2017,2.0,"{'minutes': 5, 'seconds': 2}",20.0,50.0
3823,LSU,SEC,TD,"{'minutes': 1, 'seconds': 9}",2.0,{'seconds': 17},0.0,400933936.0,40093393614,Texas A&M,SEC,8.0,True,2017,2.0,"{'minutes': 1, 'seconds': 26}",70.0,70.0
3824,Texas A&M,SEC,END OF HALF,{'seconds': 17},2.0,{},62.0,400933936.0,40093393615,LSU,SEC,3.0,False,2017,2.0,{'seconds': 17},65.0,22.0
3825,LSU,SEC,TD,"{'minutes': 1, 'seconds': 48}",3.0,"{'minutes': 13, 'seconds': 12}",0.0,400933936.0,40093393616,Texas A&M,SEC,5.0,True,2017,3.0,{'minutes': 15},75.0,75.0
3826,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 28}",3.0,"{'minutes': 11, 'seconds': 44}",39.0,400933936.0,40093393617,LSU,SEC,3.0,False,2017,3.0,"{'minutes': 13, 'seconds': 12}",65.0,7.0
3827,LSU,SEC,INT,{'seconds': 6},3.0,"{'minutes': 11, 'seconds': 38}",80.0,400933936.0,40093393618,Texas A&M,SEC,1.0,False,2017,3.0,"{'minutes': 11, 'seconds': 44}",80.0,0.0
3828,Texas A&M,SEC,TD,"{'minutes': 2, 'seconds': 46}",3.0,"{'minutes': 8, 'seconds': 52}",100.0,400933936.0,40093393619,LSU,SEC,7.0,True,2017,3.0,"{'minutes': 11, 'seconds': 38}",61.0,39.0
3829,LSU,SEC,TD,"{'minutes': 3, 'seconds': 39}",3.0,"{'minutes': 5, 'seconds': 13}",0.0,400933936.0,40093393620,Texas A&M,SEC,10.0,True,2017,3.0,"{'minutes': 8, 'seconds': 52}",75.0,75.0
3830,Texas A&M,SEC,TD,"{'minutes': 2, 'seconds': 22}",3.0,"{'minutes': 2, 'seconds': 51}",100.0,400933936.0,40093393621,LSU,SEC,5.0,True,2017,3.0,"{'minutes': 5, 'seconds': 13}",65.0,71.0
3831,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 59}",4.0,"{'minutes': 14, 'seconds': 52}",64.0,400933936.0,40093393622,Texas A&M,SEC,6.0,False,2017,3.0,"{'minutes': 2, 'seconds': 51}",75.0,11.0
3832,Texas A&M,SEC,TD,"{'minutes': 1, 'seconds': 40}",4.0,"{'minutes': 13, 'seconds': 12}",100.0,400933936.0,40093393623,LSU,SEC,5.0,True,2017,4.0,"{'minutes': 14, 'seconds': 52}",17.0,83.0
3833,LSU,SEC,PUNT,{'seconds': 56},4.0,"{'minutes': 12, 'seconds': 16}",81.0,400933936.0,40093393624,Texas A&M,SEC,3.0,False,2017,4.0,"{'minutes': 13, 'seconds': 12}",35.0,-5.0
3834,Texas A&M,SEC,FG,"{'minutes': 4, 'seconds': 27}",4.0,"{'minutes': 7, 'seconds': 49}",91.0,400933936.0,40093393625,LSU,SEC,9.0,True,2017,4.0,"{'minutes': 12, 'seconds': 16}",24.0,67.0
3835,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 27}",4.0,"{'minutes': 6, 'seconds': 22}",87.0,400933936.0,40093393626,Texas A&M,SEC,3.0,False,2017,4.0,"{'minutes': 7, 'seconds': 49}",35.0,-17.0
3836,Texas A&M,SEC,PUNT,"{'minutes': 4, 'seconds': 33}",4.0,"{'minutes': 1, 'seconds': 49}",52.0,400933936.0,40093393627,LSU,SEC,8.0,False,2017,4.0,"{'minutes': 6, 'seconds': 22}",29.0,23.0
3837,LSU,SEC,INT,{'seconds': 42},4.0,"{'minutes': 1, 'seconds': 7}",88.0,400933936.0,40093393628,Texas A&M,SEC,2.0,False,2017,4.0,"{'minutes': 1, 'seconds': 49}",90.0,2.0
3838,Texas A&M,SEC,END OF GAME,"{'minutes': 1, 'seconds': 7}",4.0,{},91.0,400933936.0,40093393629,LSU,SEC,2.0,False,2017,4.0,"{'minutes': 1, 'seconds': 7}",90.0,1.0
3839,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 55}",1.0,"{'minutes': 13, 'seconds': 5}",61.0,401012258.0,4010122581,Northwestern State,,3.0,False,2018,1.0,{'minutes': 15},70.0,9.0
3840,Northwestern State,,TD,"{'minutes': 1, 'seconds': 24}",1.0,"{'minutes': 11, 'seconds': 41}",100.0,401012258.0,4010122582,Texas A&M,SEC,3.0,True,2018,1.0,"{'minutes': 13, 'seconds': 5}",7.0,93.0
3841,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 30}",1.0,"{'minutes': 10, 'seconds': 11}",60.0,401012258.0,4010122583,Northwestern State,,3.0,False,2018,1.0,"{'minutes': 11, 'seconds': 41}",69.0,9.0
3842,Northwestern State,,FUMBLE,"{'minutes': 2, 'seconds': 2}",1.0,"{'minutes': 8, 'seconds': 9}",36.0,401012258.0,4010122584,Texas A&M,SEC,4.0,False,2018,1.0,"{'minutes': 10, 'seconds': 11}",17.0,19.0
3843,Texas A&M,SEC,FUMBLE,"{'minutes': 1, 'seconds': 18}",1.0,"{'minutes': 6, 'seconds': 51}",74.0,401012258.0,4010122585,Northwestern State,,4.0,False,2018,1.0,"{'minutes': 8, 'seconds': 9}",81.0,7.0
3844,Northwestern State,,PUNT,"{'minutes': 3, 'seconds': 6}",1.0,"{'minutes': 3, 'seconds': 45}",40.0,401012258.0,4010122586,Texas A&M,SEC,5.0,False,2018,1.0,"{'minutes': 6, 'seconds': 51}",33.0,7.0
3845,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 12}",1.0,"{'minutes': 2, 'seconds': 33}",87.0,401012258.0,4010122587,Northwestern State,,3.0,False,2018,1.0,"{'minutes': 3, 'seconds': 45}",80.0,-7.0
3846,Northwestern State,,TD,"{'minutes': 2, 'seconds': 37}",2.0,"{'minutes': 14, 'seconds': 56}",100.0,401012258.0,4010122588,Texas A&M,SEC,7.0,True,2018,1.0,"{'minutes': 2, 'seconds': 33}",41.0,59.0
3847,Texas A&M,SEC,PUNT,"{'minutes': 2, 'seconds': 47}",2.0,"{'minutes': 12, 'seconds': 9}",61.0,401012258.0,4010122589,Northwestern State,,6.0,False,2018,2.0,"{'minutes': 14, 'seconds': 56}",75.0,14.0
3848,Clemson,ACC,MISSED FG,"{'minutes': 5, 'seconds': 12}",1.0,"{'minutes': 9, 'seconds': 48}",91.0,401012270.0,4010122701,Texas A&M,SEC,11.0,False,2018,1.0,{'minutes': 15},25.0,66.0
3849,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 51}",1.0,"{'minutes': 7, 'seconds': 57}",86.0,401012270.0,4010122702,Clemson,ACC,3.0,False,2018,1.0,"{'minutes': 9, 'seconds': 48}",80.0,-6.0
3850,Clemson,ACC,FG,"{'minutes': 3, 'seconds': 29}",1.0,"{'minutes': 4, 'seconds': 28}",77.0,401012270.0,4010122703,Texas A&M,SEC,8.0,True,2018,1.0,"{'minutes': 7, 'seconds': 57}",45.0,32.0
3851,Texas A&M,SEC,TD,"{'minutes': 3, 'seconds': 5}",1.0,"{'minutes': 1, 'seconds': 23}",0.0,401012270.0,4010122704,Clemson,ACC,7.0,True,2018,1.0,"{'minutes': 4, 'seconds': 28}",75.0,75.0
3852,Clemson,ACC,PUNT,"{'minutes': 1, 'seconds': 56}",2.0,"{'minutes': 14, 'seconds': 27}",20.0,401012270.0,4010122705,Texas A&M,SEC,5.0,False,2018,1.0,"{'minutes': 1, 'seconds': 23}",16.0,4.0
3853,Texas A&M,SEC,TD,{'seconds': 14},2.0,"{'minutes': 14, 'seconds': 13}",0.0,401012270.0,4010122706,Clemson,ACC,1.0,True,2018,2.0,"{'minutes': 14, 'seconds': 27}",64.0,64.0
3854,Clemson,ACC,PUNT,{'seconds': 54},2.0,"{'minutes': 13, 'seconds': 19}",21.0,401012270.0,4010122707,Texas A&M,SEC,3.0,False,2018,2.0,"{'minutes': 14, 'seconds': 13}",25.0,-4.0
